"COUNTRY","Country","AGE","Age","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator","SEX","Sex","INTENSITY","Intensity","YEAR","Year","Value","Flag Codes","Flags"
"NZL","New Zealand","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"x","Data included in another category"
"NZL","New Zealand","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"x","Data included in another category"
"NZL","New Zealand","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"x","Data included in another category"
"USA","United States","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"z","Not applicable"
"USA","United States","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"z","Not applicable"
"USA","United States","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"z","Not applicable"
"USA","United States","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"z","Not applicable"
"USA","United States","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"z","Not applicable"
"USA","United States","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"z","Not applicable"
"LTU","Lithuania","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"z","Not applicable"
"LTU","Lithuania","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"z","Not applicable"
"LTU","Lithuania","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"z","Not applicable"
"LTU","Lithuania","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"z","Not applicable"
"LTU","Lithuania","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"z","Not applicable"
"LTU","Lithuania","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"z","Not applicable"
"NLD","Netherlands","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",97.39,,
"NLD","Netherlands","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",100,,
"NLD","Netherlands","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"z","Not applicable"
"NLD","Netherlands","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"z","Not applicable"
"NLD","Netherlands","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"z","Not applicable"
"NLD","Netherlands","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"z","Not applicable"
"CHN","China (People's Republic of)","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"M","Missing value; data cannot exist"
"CHN","China (People's Republic of)","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"M","Missing value; data cannot exist"
"CHN","China (People's Republic of)","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"M","Missing value; data cannot exist"
"CHN","China (People's Republic of)","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"M","Missing value; data cannot exist"
"CHN","China (People's Republic of)","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"M","Missing value; data cannot exist"
"CHN","China (People's Republic of)","T","Total: All age groups","L4_C5_SW","Post-secondary non-tertiary school and work-based vocational education (ISCED 2011 level 4 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"M","Missing value; data cannot exist"
"IND","India","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"M","Missing value; data cannot exist"
"IND","India","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"M","Missing value; data cannot exist"
"IND","India","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"M","Missing value; data cannot exist"
"IND","India","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2016","2016",,"M","Missing value; data cannot exist"
"IND","India","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2017","2017",,"M","Missing value; data cannot exist"
"IND","India","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2018","2018",,"M","Missing value; data cannot exist"
"KOR","Korea","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2013","2013",,"z","Not applicable"
"KOR","Korea","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2014","2014",,"z","Not applicable"
"KOR","Korea","T","Total: All age groups","L3_C5_SW","Upper secondary school and work-based vocational education (ISCED 2011 level 3 programme 5_SW)","ENRL_SHARE_VET_CSW","Share of VET students enrolled in combined school- and work-based programmes","T","Total","T","Full- and part-time","2015","2015",,"z","Not applicable"
